         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1110    0.002    0.000    0.028    0.000 font_manager.py:730(__eq__)
        1    0.000    0.000    0.028    0.028 transforms.py:30(<module>)
       10    0.000    0.000    0.027    0.003 colorbar.py:491(_add_solids)
     4538    0.016    0.000    0.027    0.000 text.py:1204(set_text)
     1169    0.006    0.000    0.027    0.000 font_manager.py:996(make_rcparams_key)
     1208    0.003    0.000    0.027    0.000 fromnumeric.py:2772(round_)
       50    0.001    0.000    0.027    0.001 _base.py:866(set_position)
      462    0.002    0.000    0.027    0.000 font_manager.py:931(copy)
        1    0.000    0.000    0.027    0.027 parser.py:5(<module>)
     2602    0.022    0.000    0.026    0.000 font_manager.py:867(set_stretch)
       22    0.001    0.000    0.026    0.001 __init__.py:359(namedtuple)
        1    0.000    0.000    0.026    0.026 feedparser.py:20(<module>)
       19    0.000    0.000    0.025    0.001 backend_agg.py:311(clear)
       19    0.025    0.001    0.025    0.001 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      442    0.003    0.000    0.025    0.000 transforms.py:2685(__init__)
       60    0.001    0.000    0.025    0.000 transforms.py:1036(set)
     1446    0.004    0.000    0.025    0.000 fromnumeric.py:55(_wrapfunc)
        1    0.000    0.000    0.025    0.025 backend_qt5agg.py:239(__init__)
      300    0.003    0.000    0.024    0.000 mathtext.py:591(_get_info)
     1208    0.004    0.000    0.024    0.000 fromnumeric.py:2703(around)
       20    0.001    0.000    0.024    0.001 _base.py:2242(autoscale_view)
       80    0.000    0.000    0.024    0.000 mathtext.py:445(get_metrics)
        1    0.000    0.000    0.024    0.024 backend_qt5agg.py:65(__init__)
        1    0.000    0.000    0.024    0.024 backend_qt5.py:233(__init__)
      234    0.005    0.000    0.024    0.000 transforms.py:1091(get_points)
       70    0.001    0.000    0.024    0.000 mathtext.py:1459(__init__)
     2456    0.004    0.000    0.024    0.000 {method 'any' of 'numpy.ndarray' objects}
      562    0.010    0.000    0.024    0.000 inspect.py:2065(_signature_from_function)
        1    0.000    0.000    0.024    0.024 decorators.py:15(<module>)
      442    0.024    0.000    0.024    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      442    0.001    0.000    0.024    0.000 markers.py:277(get_transform)
        1    0.022    0.022    0.023    0.023 backend_qt5.py:121(_create_qApp)
    50952    0.023    0.000    0.023    0.000 artist.py:236(axes)
       70    0.001    0.000    0.023    0.000 mathtext.py:1475(_update_metrics)
     4833    0.013    0.000    0.023    0.000 lines.py:1233(set_xdata)
      184    0.001    0.000    0.023    0.000 sre_compile.py:223(_compile_charset)
     1743    0.003    0.000    0.023    0.000 traceback.py:279(line)
        1    0.000    0.000    0.023    0.023 cm.py:6(<module>)
        1    0.000    0.000    0.023    0.023 utils.py:4(<module>)
       70    0.002    0.000    0.022    0.000 ticker.py:635(set_locs)
     1646    0.003    0.000    0.022    0.000 transforms.py:1683(transform)
       40    0.000    0.000    0.022    0.001 _base.py:932(_gen_axes_patch)
       41    0.001    0.000    0.022    0.001 patches.py:675(__init__)
     1486    0.004    0.000    0.022    0.000 transforms.py:2176(get_affine)
      340    0.009    0.000    0.022    0.000 core.py:2913(__array_finalize__)
     3723    0.015    0.000    0.022    0.000 lines.py:1222(set_markersize)
       30    0.000    0.000    0.022    0.001 _subplots.py:109(update_params)
    14825    0.022    0.000    0.022    0.000 _weakrefset.py:16(__init__)
       40    0.002    0.000    0.022    0.001 _base.py:2276(handle_single_axis)
        1    0.000    0.000    0.022    0.022 _policybase.py:4(<module>)
     4941    0.010    0.000    0.022    0.000 __init__.py:1437(is_interactive)
     6001    0.021    0.000    0.021    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
    60/30    0.001    0.000    0.021    0.001 gridspec.py:420(get_position)
      184    0.017    0.000    0.021    0.000 sre_compile.py:250(_optimize_charset)
     3723    0.013    0.000    0.021    0.000 lines.py:1419(set_dash_joinstyle)
      814    0.006    0.000    0.021    0.000 pyparsing.py:1998(parseImpl)
        1    0.000    0.000    0.021    0.021 legend.py:23(<module>)
        1    0.000    0.000    0.021    0.021 _internal.py:6(<module>)
     1726    0.006    0.000    0.020    0.000 transforms.py:1763(transform_affine)
     1169    0.009    0.000    0.020    0.000 font_manager.py:998(<listcomp>)
       20    0.000    0.000    0.020    0.001 mathtext.py:2639(symbol)
        1    0.000    0.000    0.020    0.020 machar.py:98(__init__)
        1    0.002    0.002    0.020    0.020 machar.py:116(_do_init)
     2456    0.002    0.000    0.020    0.000 _methods.py:37(_any)
      884    0.005    0.000    0.020    0.000 lines.py:1335(_get_rgba_face)
     5020    0.007    0.000    0.020    0.000 artist.py:192(convert_xunits)
      281    0.001    0.000    0.020    0.000 patches.py:327(set_facecolor)
        1    0.000    0.000    0.019    0.019 textpath.py:3(<module>)
     3723    0.010    0.000    0.019    0.000 lines.py:1186(set_markeredgewidth)
     1743    0.002    0.000    0.019    0.000 linecache.py:15(getline)
      114    0.001    0.000    0.019    0.000 sre_compile.py:482(_compile_info)
     3723    0.012    0.000    0.019    0.000 lines.py:1432(set_solid_joinstyle)
     3782    0.019    0.000    0.019    0.000 {method 'copy' of 'numpy.ndarray' objects}
     3723    0.011    0.000    0.019    0.000 lines.py:1472(set_solid_capstyle)
     2682    0.009    0.000    0.019    0.000 text.py:1254(set_usetex)
      631    0.006    0.000    0.018    0.000 axis.py:501(apply_tickdir)
     1500    0.018    0.000    0.018    0.000 velocity_field.py:34(_a)
     4936    0.009    0.000    0.018    0.000 lines.py:1243(set_ydata)
       40    0.002    0.000    0.018    0.000 _base.py:1389(apply_aspect)
       10    0.001    0.000    0.018    0.002 colorbar.py:844(_locate)
    60/30    0.004    0.000    0.018    0.001 gridspec.py:83(get_grid_positions)
      610    0.006    0.000    0.018    0.000 axis.py:367(apply_tickdir)
    80/40    0.001    0.000    0.018    0.000 transforms.py:2314(frozen)
     1346    0.009    0.000    0.018    0.000 text.py:887(get_unitless_position)
     6096    0.018    0.000    0.018    0.000 font_manager.py:974(<listcomp>)
        1    0.000    0.000    0.018    0.018 ssl.py:91(<module>)
     3723    0.010    0.000    0.018    0.000 lines.py:1019(set_drawstyle)
       80    0.000    0.000    0.018    0.000 transforms.py:1425(transform_path)
    32492    0.018    0.000    0.018    0.000 {method 'items' of 'dict' objects}
      160    0.000    0.000    0.017    0.000 cm.py:67(_generate_cmap)
     3408    0.017    0.000    0.017    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.017    0.017 case.py:1(<module>)
       50    0.000    0.000    0.017    0.000 transforms.py:934(update_from_data_xy)
      380    0.003    0.000    0.017    0.000 axis.py:1499(set_label_text)
      318    0.004    0.000    0.017    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
      296    0.009    0.000    0.017    0.000 cycler.py:349(by_key)
        1    0.000    0.000    0.017    0.017 offsetbox.py:15(<module>)
      141    0.001    0.000    0.017    0.000 patches.py:436(set_fill)
     2682    0.009    0.000    0.017    0.000 text.py:994(set_color)
       64    0.003    0.000    0.016    0.000 colors.py:665(from_list)
     2025    0.002    0.000    0.016    0.000 enum.py:265(__call__)
    36083    0.016    0.000    0.016    0.000 {built-in method builtins.id}
     1743    0.002    0.000    0.016    0.000 linecache.py:37(getlines)
       20    0.001    0.000    0.016    0.001 _base.py:1745(add_collection)
        1    0.000    0.000    0.016    0.016 patches.py:3(<module>)
    20/10    0.001    0.000    0.016    0.002 colorbar.py:620(_process_values)
       20    0.000    0.000    0.016    0.001 _base.py:1727(add_artist)
       20    0.001    0.000    0.016    0.001 _base.py:630(set_figure)
     2050    0.016    0.000    0.016    0.000 {built-in method posix.stat}
     3723    0.008    0.000    0.016    0.000 lines.py:1000(set_antialiased)
        1    0.000    0.000    0.016    0.016 mathtext.py:16(<module>)
       10    0.000    0.000    0.016    0.002 mathtext.py:2211(Error)
     5061    0.006    0.000    0.016    0.000 artist.py:201(convert_yunits)
     1404    0.005    0.000    0.016    0.000 fromnumeric.py:2255(amin)
     1265    0.004    0.000    0.015    0.000 {built-in method builtins.any}
     3723    0.011    0.000    0.015    0.000 lines.py:640(axes)
       80    0.000    0.000    0.015    0.000 transforms.py:282(__array__)
      180    0.001    0.000    0.015    0.000 transforms.py:2266(blended_transform_factory)
       20    0.004    0.000    0.015    0.001 colors.py:440(__call__)
      490    0.007    0.000    0.015    0.000 ticker.py:492(__init__)
      984    0.012    0.000    0.015    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
     1704    0.002    0.000    0.015    0.000 _methods.py:28(_amin)
     2910    0.006    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
     1500    0.015    0.000    0.015    0.000 velocity_field.py:37(_b)
     1261    0.004    0.000    0.015    0.000 artist.py:820(set_alpha)
    26877    0.014    0.000    0.014    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.014    0.014 inspect.py:27(<module>)
      397    0.001    0.000    0.014    0.000 linecache.py:82(updatecache)
     2128    0.005    0.000    0.014    0.000 backend_bases.py:1012(set_foreground)
      500    0.005    0.000    0.014    0.000 axis.py:1534(set_major_locator)
      100    0.001    0.000    0.014    0.000 _base.py:2492(grid)
     3723    0.008    0.000    0.014    0.000 lines.py:1198(set_markerfacecolor)
        1    0.000    0.000    0.014    0.014 _axes.py:94(Axes)
     7642    0.006    0.000    0.014    0.000 sre_parse.py:253(get)
        1    0.000    0.000    0.014    0.014 utils.py:5(<module>)
     6627    0.014    0.000    0.014    0.000 _weakrefset.py:70(__contains__)
       74    0.001    0.000    0.014    0.000 mathtext.py:909(_get_glyph)
       50    0.004    0.000    0.014    0.000 ticker.py:716(_set_format)
       10    0.001    0.000    0.013    0.001 colors.py:867(inverse)
       13    0.000    0.000    0.013    0.001 enum.py:602(_convert)
      269    0.008    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:830(get_data)
     1404    0.005    0.000    0.013    0.000 fromnumeric.py:2154(amax)
        1    0.000    0.000    0.013    0.013 __init__.py:10(<module>)
      220    0.002    0.000    0.013    0.000 transforms.py:402(_get_bounds)
     1024    0.013    0.000    0.013    0.000 {method 'round' of 'numpy.generic' objects}
     3723    0.007    0.000    0.013    0.000 lines.py:1210(set_markerfacecoloralt)
    30/20    0.001    0.000    0.013    0.001 gridspec.py:348(get_subplot_params)
     1888    0.002    0.000    0.013    0.000 _methods.py:25(_amax)
       40    0.001    0.000    0.013    0.000 axis.py:1853(_update_offset_text_position)
       26    0.001    0.000    0.013    0.000 __init__.py:905(__init__)
4932/2924    0.010    0.000    0.013    0.000 transforms.py:2353(_get_is_affine)
       24    0.000    0.000    0.013    0.001 rcsetup.py:455(validate_font_properties)
       50    0.001    0.000    0.013    0.000 transforms.py:898(update_from_path)
       16    0.001    0.000    0.012    0.001 rcsetup.py:805(validate_cycler)
        1    0.000    0.000    0.012    0.012 dates.py:110(<module>)
     3723    0.007    0.000    0.012    0.000 lines.py:1174(set_markeredgecolor)
     3723    0.006    0.000    0.012    0.000 lines.py:1010(set_color)
       90    0.002    0.000    0.012    0.000 axis.py:779(set_tick_params)
     1044    0.007    0.000    0.012    0.000 transforms.py:2145(transform_non_affine)
      140    0.002    0.000    0.012    0.000 transforms.py:2203(__init__)
     1284    0.004    0.000    0.012    0.000 transforms.py:2372(transform_non_affine)
     1264    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
      240    0.004    0.000    0.012    0.000 spines.py:285(_calc_offset_transform)
      490    0.011    0.000    0.012    0.000 function_base.py:1709(diff)
       80    0.000    0.000    0.012    0.000 transforms.py:1436(transform_path_affine)
      480    0.002    0.000    0.012    0.000 transforms.py:1791(inverted)
        1    0.000    0.000    0.012    0.012 font_manager.py:21(<module>)
      940    0.001    0.000    0.012    0.000 pyparsing.py:1149(resetCache)
       74    0.001    0.000    0.012    0.000 mathtext.py:805(_get_glyph)
        1    0.000    0.000    0.012    0.012 py3k.py:4(<module>)
    14773    0.012    0.000    0.012    0.000 weakref.py:125(_commit_removals)
     2652    0.007    0.000    0.012    0.000 font_manager.py:826(set_style)
      582    0.001    0.000    0.011    0.000 text.py:294(get_rotation)
       20    0.001    0.000    0.011    0.001 collections.py:105(__init__)
       39    0.002    0.000    0.011    0.000 __init__.py:1696(param)
        1    0.000    0.000    0.011    0.011 mathtext.py:2222(Parser)
       18    0.010    0.001    0.011    0.001 {method 'readlines' of '_io._IOBase' objects}
     7725    0.006    0.000    0.011    0.000 sre_parse.py:163(__getitem__)
    43586    0.011    0.000    0.011    0.000 {method 'append' of 'list' objects}
    11072    0.011    0.000    0.011    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.011    0.011 mathtext.py:2764(<lambda>)
        1    0.000    0.000    0.011    0.011 mathtext.py:2764(<listcomp>)
      412    0.001    0.000    0.011    0.000 rcsetup.py:375(validate_color)
      442    0.001    0.000    0.011    0.000 axis.py:271(set_label1)
      138    0.000    0.000    0.011    0.000 rcsetup.py:77(f)
        1    0.000    0.000    0.011    0.011 __init__.py:1011(rc_params)
      454    0.002    0.000    0.011    0.000 fontconfig_pattern.py:138(_family)
       40    0.001    0.000    0.011    0.000 _base.py:2652(tick_params)
 1355/336    0.009    0.000    0.011    0.000 sre_parse.py:173(getwidth)
       20    0.000    0.000    0.011    0.001 mathtext.py:2596(non_math)
      538    0.005    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
      442    0.001    0.000    0.011    0.000 axis.py:282(set_label2)
      957    0.009    0.000    0.010    0.000 font_manager.py:1168(score_stretch)
      360    0.005    0.000    0.010    0.000 core.py:2887(_update_from)
      942    0.010    0.000    0.010    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.010    0.010 pathlib.py:1(<module>)
1226/1186    0.002    0.000    0.010    0.000 transforms.py:2567(get_matrix)
      582    0.009    0.000    0.010    0.000 text.py:64(get_rotation)
        1    0.000    0.000    0.010    0.010 backend_qt5.py:535(_get_toolbar)
     1806    0.010    0.000    0.010    0.000 {built-in method matplotlib._path.affine_transform}
5041/4336    0.004    0.000    0.010    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.010    0.010 backend_qt5.py:576(__init__)
     9428    0.010    0.000    0.010    0.000 artist.py:244(axes)
        1    0.000    0.000    0.010    0.010 __init__.py:24(<module>)
      354    0.004    0.000    0.010    0.000 colors.py:151(_to_rgba_no_colorcycle)
    17226    0.010    0.000    0.010    0.000 {method 'add' of 'set' objects}
